sentences	labels
Awesome win!! I truly believe Americans are sick to death of what the left is trying to do to destroy America and change our country into what it never was intended to be. Go vote America and MAGA! Thank you President Trump for believing in our country and keeping promises.	1
Raise your hand if you’re a boomer and you are going to fall for the next resistance grift URL	0
"Kavanaugh can't back out of nomination. He couldn't go back to DCCircuit w/no repercussions. This charge will follow him. When Dems take back Congress, they WILL launch investigations. Conservatives who lie to get Judgeships will be impeached for high Crimes &amp; Misdemeanors"""""	1
Remember when Liberals were called the snowflakes? Conservatives now have the sads about a hollywood award show.	0
I didn't know if it was a guy or girl at first. But she is definitely the most un-charismatic person I've ever seen hosting any type of show.	0
I always found liberals and progressives to be the spartan ones. All the socialists I knew wanted to live as well as they could afford	1
I already knew that ! LMAO SO stay with us deplorable bigots!! We’re getting ready to fight for our COUNTRY! WWG1WGA	1
As a kid of legal immigrants I can attest you are 100% correct. They follow the law to the letter in most cases because they worked so damn hard to get her legally they won’t do anything to risk their status. The illegals have contempt for our laws and pull the scams 24/7	1
Can’t we send this pig back to Canada. He’s an animal.	1
Horrendously sad that we all know who “he” is. It gives me no joy to know I’m smarter than the president.	1
so you are saying the authors of these articles are not representative of the message of most liberals?	0
Oh you did not just tag jack URL	0
Too bad Antifa crashes GOP townhalls.	1
Eric Holder should be in prison.	1
How the fuck can he detect an attitude through a text bubble?	1
I have long thought that liberals are children trapped in adult bodies.	1
Did someone say METH course?	0
No we no mames	0
CHRISTINE FORD IS now saying she is not 100 Percent sure it was Kavanaugh. You better know for sure. Don't waste the American peoples time if you are not sure of your charges. Th Senate committee will ask you very probing questions you need to answer.	0
Yeah they showed up in America and themselves Antifa.	0
Hahahaha .. How lucky you are sor to witness din kakulitan LIVE and on the Spot ! Inggit me sir . And Laugh your Pain ang Peg ni Capt. Barber ! PushAwardsMayWards	0
Don’t doubt a fat man	0
Crazy Maxine is either huffing spray paint or smoking crack. MAGA	0
So gun control works?	0
Again if the economy is booming why is gas so MOF high 2nd question this is for the MAGA cult how will making cars go half as far on gas doubling your cost to fill your tank make Fucking sense to you? TuesdayThoughts URL	0
Political zealotry &amp; tribalism are the new religion. America has a problem. Are you contributing to it?URL partisanship tcot Conservatives conservative GOP Democrats Progressives Liberals think Reason	0
Winston thinks she is lovely URL	0
"1 of 2) Support Chief's comments. I'd recommend reading excellent true crime book, In Plain Sight:The Kaufman County Prosecutor Murders"" - by Kathryn Casey. Victims were all armed (DA, very heavily) and prepared to ""protect themselves."" Not about gun control, but..."""	0
First Amendment	0
UnsealTheDeals of Congress Sexual Assault SlushFunds NOW pls MAGA bc WeThePeople WANT to Know! The Hypocrisy of DoubleStandardDEMs is SICKENING! DeclassifyFISA DeclassifyRelease302sUnredacted &amp; DeclassifyPOWsDocuments while yr at it. DarkToLIGHT URL	1
Deep corruption in the Puerto Rican government is the cause for the ppls misery. Billions sent &amp; you don’t have the foresight to harden &amp; secure the power system on an island that will most likely get hit again. This is the Puerto Rican’s government ms fault.	1
Packing for TX - hope you are well almostcousins	0
Liberals heads are exploding. It’s so fun to watch them melt down.	0
She is a parasitic lump	1
That's a lie...your antifa lefties are nothing but violent. This teacher spent a lot of time planning this attack on an honorable man with zero evidence. No reason at all to hold up kavanaugh! Another crazy liberal hit job!!	1
They both stink but I prefer Andriese. One good thing is he is not stretched out so he will only go 3 innings or so. Somehow Torey will still leave him in to long though.	0
And yes your presidency was one of the absolute worst. Go back to that....no way.	0
Thats the problem. He is not a slick talking politician	1
. And Liberals think GUNS are the problem? URL	1
What do you like to do when you are with your family? AskAlly	0
They should consider gang squad units. They should consider controlling the dope epidemic. They should consider a lot of things. But the loosing left would disagree and just scream gun control	1
Ps the gun control laws and subsidised healthcare are real	0
OMG!!! She is perfect!!!!!	0
Source? Legit only. No FAUX or its minions. And just in case URL	0
He is such a piece of shit	1
Dad's army	0
They're still building and hiding nukes but yeah your pops got played like the udiot he is.	1
Correct me if I`m wrong wasn`t she playing a women??? Who was also a minority who was Asian. The way she is talking she play a man.	0
Wow those liberals are so uncivil and full of hate. LickAWitch URL	1
Research: The racist history of gun control.	1
Get him off what? lol You better wake up and look around you. Liberals want anarchy and no laws and to keep giving away your hard earned money to people who refuse to work. Then they sit back in their big gated houses in their lily white world and forget all about you.	0
She's a Liberal professor dog. Always spewing her hatred against us Conservatives. You're going to HELL with the rest of the Sleaze BAGS.	1
"Ed Rendell Says Dems Will Retake House By 10 to 20 Seats"" URL TCOT MAGA RedNationRising"""	0
But he is a dildo!	1
"Believe in something, even if it means sacrificing everything."" MAGA URL"	0
Lmao. He’ll be confirmed on schedule. Then we start the very short clock on RBG. And 1 or 2 or 3 more in the next 6.5 years. Along with another 30-40% lower court appointments. The democrat destruction over the last 10 years has been epic!! And hilarious. maga	0
White House said all parties shld be heard! This is why no one trust the media and why liberals are failing	0
* Christian Kabasele reveals the secrets behind Watford's perfect start to the Premier League season : Beans are banned at Watford's training ground so Christian Kabasele spills the avocado and quinoa. He is is intelligent.. . URL URL	0
She is tripping	0
He is on the practice squad and they did sign Soldier to play LT. Granted I would of preferred they did more on the OL but they made changes.	0
White cops are called racists by mobs and liberals daily	0
An accusation is not enough. We are fortunate to live in a country where you are innocent UNTIL proven guilty.	1
Hell ya	0
AA Mr. Bean should crawl back under his rock.	1
......Google needs to be broken up....they are a threat to the country	0
you really should consider having the Conservatives go knocking on doors to talk to people. Quebec has been asking for Conservative presence because they're not well known there. Send them out. Make Conservatives known there.	0
What she is accusing him of is a sex crime felony with no statute of limitations in Maryland. That means it is under the jurisdiction of the local authorities. FBI only gets involved if there is an issue with crossing state lines. They do not have legal authority to investigate.	0
Except for the little attempted rape thing he is just a wonderful guy	1
I've friended Zerin on FB since before she left Bangladesh. She is a bright young lady.	0
She now THINKS she is a political activist the same way she THINKS she can act	0
I'm 11th..... yet I still don't want to join antifa	0
Governor of his state next	0
hey y'all take this shit to dms aight	0
He is going to win!	0
Vote for Ted Cruz! MAGA BuildThatWall	0
You are on the wrong side of gun control but then you already knew that.	0
Nice pic	0
Nobody does racism like the	0
You’re Yesterday’s FakeNews trying to make a comeback at the desperation and obstruction of Do Nothing Liberals &amp; DemocRats. Who cares what happened when you were a Minor in high school. You’re not the victim here. Just another MeToo sexual misconduct Baiter and Switcher.	1
Graham you are on the wrong side of history.	0
how crazy youre a professor and you lie and slander conservatives. Wow. Lowest of the low. I hope you're proud of yourself. Every false statement you've ever made is being revorded and you'll be judged accordingly. Best bet is to just sit down w/ n talk	0
Trump beat Obama in results. That's where the true difference lies.	0
This proves that liberals only care about these issues when Republicans are in control.	0
Your narrative is so false it is comedic. You and people like you are frauds.	0
Why do all liberals look like they're eating sour grapes??	0
I don’t think she needed any money to do this. I think she is so left wing that she thinks she is Joan of Arc. Now we have Spartacus and Joan....who’s next on the agenda?	0
Nah they are liberals	0
Nobody is addressing the cow in the room. Not even when Florence is still doing her thing. It's like after a mass shooting and it's the wrong time to talk about gun control.	1
ah she is no	0
Now you understand why conservatives fear expressing their true beliefs. If you don’t buy into the dominant liberal narrative about social issues you become persona non grata. Ask James Damore.	0
Ramos sounds like a shitty ump	1
Haha 'affordable' homes. New flats cost minimum 120k in south glasgow. How is that affordable when our pay rises are stagnant!?	0
Im not apart of Antifa foxy. I agree with you they are terrorsits	1
People like you are the greatest campaign tools conservatives have. Thanks for your service to the LoonyLeft!	0
“BuzzFeed News contacted the woman believed to be the subject of the letter at her home last week. She declined to comment. BuzzFeed News has not been able to confirm the contents of the letter.” Now hearing she is a high school classmate.	0
"And the gun control people say what? And the No gun zone"" people, where are you? SMH"""	0
Antifa is a high emotion low IQ FASCIST organization. Some of its members are fooled by its name into not reflecting on their own groups obvious fascist ideals and others are just there to take advantage of the rest of the fools.	1
Aum Rand really ? There are few people hat I ostensivly dislike she is definitely up there.. she actively encourages vice. Also science is kinda the product of skepticism so that makes no sense.	0
You are NO CHRISTIAN	0
what the fuck happened	1
Good luck to you.	0
Retweet to the end of time. MAGA Trump2020 and beyond.	1
Now the woman has not responded to MANY attempts to be contacted about whether or not she is going to show up Monday to testify. I thought she wanted to “ be heard” all of a sudden!	0
He is just carrying out MaxineWaters mission! RedWaveRising GoodbyeDemocrats	0
He is.	0
This list of murders he is wanted for grows by the day!	0
"&gt;unfuckable"" where is the truth in this statement, all i see are lies"""	0
Every one of them need to be put away for life	0
1 like = 1 uwu for the Troops! Show your American flag and weeabo pride! MAGA uwu	0
I am Canadian .. Live in the us and am ex special forces. I've handled everything from a bb gun to 155 mm howitzer () and tow missles and anti tank weapons. the US (lack of) gun control is by far the fucking stupidest part of this country! Too many morons with guns	1
minus well keep him how he is bruh	1
was she physically threatening the boys or us? was she completely slandering their name? no she wasnt. im honestly not for her saying that shit ya of course. like ya she said it and fucked up. but at least she owned up to it and apologized. but death threats is way out of line.	1
Oh my goodness she is so precious! Babies make everything better! Thank you for sharing	0
ReleaseTheCures DeclassifyFISA ItsTime LockThemAllUp WWG1WGA GreatAwakening Winning QAnon MAGA Why James Comey knows he's going to be indicted — 9/14/18 - YouTube URL	1
Im not excusing his actions but the counter protesters had no right to block the streets They are partly to blame as well 2 wrongs dont make a right just like antifa going around physically assaulting people and using weapons to hurt people But your k with one side doing it	0
My daughter is working toward being a teacher. Tell your hubby to support gun control so she gets that chance and isn’t shot at school.	0
You are such a generous gal! Bringing STEAM and spending your time to give to others. Thank you for everything you do help this planet!	0
"The Republicans have no sign of having a plan for any of that. And Fuck Trump"", considering his failure, is a legitimate platform. It's better than the Republican sure-tragedy alternative."""	1
you still doing music?	0
Mbappe is bang average...would shit bricks in PL...glad for him he is in a league which is absolute joke	0
Rendell: AndrewGillum ‘Probably a Little Too Progressive for Florida’ URL Trump MAGA	0
And here are an Antifa Group after Old Boy Nazi Soros forgot to pay them... URL	0
Trying to smoke out followers that are also antifa? Shrewd.	0
Who's paying for your tweet? Antifa?	0
So take him to court	0
That asshole has so much nerve. Unreal.	1
Whoa! Angie!!! Back off that logic! You're going to confuse the liberals.	0
Hahah can you ask her do the same with other books bible or quran??? Then you will see.. May be she is part of urban naxal	0
He is Spartacus.	0
No doubt progressive Nazi Antifa Liberal Democrats do.	0
"Everyone in Washington gets one vote like everybody else. 63 million Americans disagree with John Kerry. His comments reflect the disrespect he and his cronies have for Americans. To them we Deplorables"" aren't qualified to elect a President!"""	0
He's not wrong!	0
19 professors and students murdered in Connecticut with .223 Bushmaster XM15-E2S rifle. The NRA blames gun control laws.	1
All aboard MAGA URL	0
"I hmm thanks but you are more beautiful!~"" she hugs her back and pats her head"""	0
The liberals responses to this great news is very telling!!!	0
Actually what caused these tragedies is FAILURE OF HAVING GUN CONTROL! You have GOT to remember that there are a bunch of people in this country that could do so many things to harm people.	0
Historically that's usually the case.	0
I believe that Melania Trump is an abused woman maybe not physically but definitely mentally by an abuser husband and she is afraid to speak out against her abuser.	1
I want gun control as a student but as a person of color i have to keep myself armed i will be taking gun lessons away from the nra because i know how despicable and evil they are. I wish there was a simple answer to guns. Gun control doesn’t work when we are a checker board.	0
Dan Rather supplied her with unimpeachable documentation and she is just waiting for Snopes to verify it for her.	0
Mitch...that’s not true...a big thing would be to remove all you GOP NRA shills from office and elect people who understand what America wants....the majority of Americans wants sensible gun control.	0
please get OFF first take! You yell wayy too much and you seem like you are being a asshole. When you are on set I litterly can't hear anything but screaming. Its obvious dont like you and and was like dude stfu!!	1
No Kim you are a failure and your whole life has been	1
Fair &amp; square. Remember that when you’re thinking why! The laws are why. The people spoke and they will again URL	0
The truth will finally get out to Congress and the American people! That the Dems are trying to take out a duly elected President. They're running scared. schiffhead MAGA	0
All it needs is warm beer and I’d be back in college.	0
URL You must love DJT more then I do You are obsessed with him.	0
Boltey hai na ki jo Beef kaate hai uski akal gutno me reti hai n i can expect it brain. He is the PM of my country n yes we celeb his Bday every day n it make sense the ppl who offer prayers fr Osama bin Laden Janaza have much of the probs. Fewer lives n minds can't be changed.	0
There must be a cash prize or something for whoever comes up with the first “conservatives pounce” take.	1
It’s a shame you are so damned unattractive...	1
No she is just informing the public of the horrible goings on in the trump White House.	0
Got your ass lmao	1
She is your sister????	0
he is my rainbow after every storm	0
Time for Canadians to let all liberals if no Trade deal in two months no vote for any liberal MP! Make that our red line. It makes NO sense Trump has been able to secure Trade Deals around the world but Canada! Obvious to anyone with a Brain failure is Trudeau! He has failed!	1
"&lt; help. I should call my father to let him know you are up. I'll be right back. I lean down placing a chaste kiss against his cheek. Once I pulled away, I give him a bright smile as I walk out of the room to call my father. I know he's &gt;"""	0
LMAO you are too dumb... forgive my manners but this pile of shiit you just said can give cancer. URL	1
She is a Skrull. Enemy of The Kree. The Kree are who gave Carol her powers and whose uniform she is wearing in the first few moments of the trailer.	0
I think you should ask what she means. I don't think she is talking about passion. She is talking about the other destructive behaviors in youth sports. We should let her expound further before jumping to conclusions. I don't think she insinuated passion though.	0
You would do well in Austin. Very blue... you are as likely to find Wiccan folks as super conservatives.	0
Glad I basically never watch the NFL.	0
Colored people should vote! What color is she referring to? I’m white and bright! White is a color. Next racial dividing statement Ms Obama.	1
Josh I am not fucking a loli robot	1
Maga booked with the boys	0
Well done	0
I’m just pointing out it was the liberals that made this distinction. I am a Buddhist. I totally understand the global perspective. It’s just disingenuous to say your for a country but then say your for the globe.	0
"Her friends. Probably liberals also, so I would imagine they are willing to lie to undermine the nomination. Sure, she told us months ago"""""	0
hopefully you are an asu fan and not u of a	0
Doesn’t compute!	0
The conservatives are finding this pill very hard to swallow.	0
Good look	0
"Never Trumper uses brain for first time, wakes up to the fight MAGA community has been waging for two years."""""	0
Hopefully she beats the shit out of the chair ump in Australia to really show them..	1
The Pope is complicit. Make no mistake. Anyone who harms a child . . .	1
Anyone else getting a different idea of how these attacks are connected?	0
The Framers of the Constitution were primarily White Anglo-Saxon men so what might that tell us about modern day Anti-federalists and the Antifa movement and the extremes they might go to? URL URL	0
Did you hear that had a game taken away from her because she called an official a theif after he took a point and he only took a game away from her because she is a woman and he'd never have done that to a man? Would love to hear your thoughts on this	0
The liberals sure are walking a VERY dangerous line.	1
Imagine being stupid	1
No idea who he is. Sorry	0
You are. But you are also sick and that alerts my doctor side.	0
"Bill O'REILLY, it can happen because, people like you will not speak out Against YOUR"" POTUS AND NRA about GUN control!!!"""	1
I would say you have a serious case of bias. Have you seen the handiwork of ANTIFA ? Have you seen the Dems like Maxine Waters calling for Trump officials to be harassed then laughing about it. I could go on. Are you kidding me?	0
NeverWithdraw !! DianeFeinstein waited on ChristineFord lies because Dems needed time to scrub the vast amount of Ford's anti-Trump social media rants and coach her to keep her story consistent. Democrats and Liberals are evil and mentally sick ConfirmKavanaugh	0
Some of Christine Blasey Ford fine upstanding AMERICANS she follows: Beverly Hills Antifa Laguna Beach Antifa Neverland Antifa Midwest Antifa Boston Bob Antifa Wait for it; ANTHONY WEINER - INMATE 3425742 Kinda says it all! WWG1WGA PATRIOTS...	0
keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust	1
Beto is anti American and believes in open borders and illegals recieving benefits. Texans need to keep our state red!	0
"Your equation of the Democrats, BLM, and Antifa"" is funny too. It's roughly like equating the American Mathematical Society, mathematics education advocates, and ultrafinitists (and believing that there exists a research group called ""The Ultrafinitists."")"""	0
Too bad! Never liked him since I met him years ago! Very uppity but you see what goes up must come down! Never think you are too good for anything or anyone!	0
People do speak out for gun control &amp; against gun violence. If you don’t see it you’re choosing not to pay attention &amp; that’s just wilful ignorance on your part.	0
could b ebola too same symptoms	0
What freedom do you have that people who live with gun control don’t have?	0
is advocating for conduct within bounds of Human Rights but can the terrorists can be categorized as Human? They kill people mostly innocent just like berserk wild beasts. Even wild beasts kill only when hungry. So I feel that the Indian Army who are doing greatly. URL	1
She is delusional! Get rid of Electoral College so she and her corruption cronies can ruin the USA! They almost did!!! VoteRedToSaveAmerica MAGA	1
Simon said he hope Garth writes Ketterer a song - knowing his guy needs outside help 2 get the votes - BTW I don't think Garth is going 2 do that I saw him in a video say as much. Kettterer &amp; other acts r battling for 2nd Courtney is an unstoppable force - She is a Hurricane!	0
. is like railroad tracks - laid across the country	0
Really? It’s been the Dems that have been behind all violence from mass murderers to confrontations to antifa. Wake up	0
You know who didn't have any allegations on his record Brett Kavanagh until one week ago when the Democrats thought it up but I'm sure any Democrat nominee from now on will have someone in their past come forward and I hope the Liberals are happy for bringing lowering us	0
Happiest Birthday to the greatest Constitution on God's green earth! DevilYouLoseAgain LetTheTribunalsBegin TheRainmakers TrumpWorld Rainmakersunite WWG1WGA QAnon MAGA. KAG Q828 ThePersistence URL	0
Leftist Californian antifa professors never lie about republicans. Snark!!!	0
it all adds up she was bought	0
Chances got ‘s Mario Cart penis confused with one of the few thousand she’s had since then. Can you remember what a specific slice of pizza you at 15 years ago looks like? Dems like ancient memory based accusations ConfirmKavanaughNow MAGA	1
You are look so damn beautiful in that outfit.	0
"That's like arguing that soldiers who fought Nazis in WWII were violently forcing their ideas onto others"" when they shot Nazis. No, they weren't trying to change their minds with bullets, they were trying to stop them from forcing fascism on the world. Same with antifa."""	0
The liberal MSM are the stalkers along with Antifa. VoteRedToSaveAmerica	0
You are such a lier and all for money. Nobody wants “ francoism” here in Spain! Except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in Catalonia! Why all your friends are with Vlaams Belang? &amp;the Italian nazis? NAZI URL	1
Is the vulgar Antifa creep TRYING to look like a woman..or is it that he just can't HELP IT?	1
It’s not wrongfully characterizing. It’s the fucking truth and you guys are just to ignorant to see it.	1
"Do you have evidence that Trump didn't collude with Russia? DUuUueerrrrhhh, he said so...MAGA!"" URL"	1
Even Obama Trade Rep Acknowledges: Trump Is Cleaning Up An OLD Global Trade Mess URL maga MakeAmericaGreatAgain makeamericaamericaagain makeamericastrongagain makeamericasafeagain makeamericasaneagain	1
Does that mean you won’t be bullying women who support trans people? Bet you last ten minutes. You are a transphobe.	0
it would mean so much of an amazing girl ( could have some advice from you. She is finally following her dream of being a photographer and would love some tips. Her photos are amazing already so I know she is gonna be an even more amazing later on	0
WeThePeople do not want any gun control legislation. It is against the Constitution.	0
The Swamp in DC &amp; NY is all about Self-Enrichment!! WeThePeople Must Take Our Country Back! TakeUSABack MAGA AmericaFirst USA MondayMotivation MondayMorning MondayMood ConstitutionDay URL	0
Wtf do you think antifa means	0
I use it in conversation regularly but not sure about here. But in any case she is one	0
Amazing how the POPE is afraid of the truth	1
all these things you mentioned mean nothing to those of us who love our country! Our freedom and country mean more to us than anything of this world maga KAG URL	0
The liberals will stop at nothing.	0
Eric (fast n furious) holder	0
Liberals wouldn’t know the first thing about “doing the right thing”	1
Lowest unemployment rate ever recorded for Hispanic Asian &amp; African Americans more jobs highest wage growth since the 1950s highest American employment ever in America history Lower taxes more educational opportunities. wecall that winning MAGA QAnon URL URL	0
Its interesting to see the hypocrisy with these liberals when last year it was discovered that there was a “Hush Fund” for Congressional Sexual Scandals while working for the government	1
"Does she expect a mob in pussy hats shouting We believe her"" in unison, based on a general distrust of conservatives?"""	0
Because you advocate for -gun control -mass immigration -cultural Marxism You’re a tool for Jewish Globalists	1
One thing is for sure...we know she didn’t write the op-ed as she is dumber than a bucket of rocks.	1
- You want to start off with clean skin to get all of the benefits. - Pour your water into a small glass bowl. Make sure your water is still steamy. - Grab a towel. - Place your bowl somewhere you are comfortable standing.	0
Labour Councillor shouting Nazi Scum .. At victims of GroomingGangs and this is going to get worse under JeremyCorbyn's socialist Britain Muslims Islam Leftists MAGA MEGA MCGA MEGA Patriots Conservatives URL	0
Labour SWaGodKing British Conservatives made a grave error protecting Viktor Orban - URL via	0
shit!! i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!	1
So my guess is she is getting low numbers!	0
He is still one of my favorites URL	0
The biggest difference to me between the Conservative’s overall agenda and the Liberal’s: What Cons do makes me feel scared and depressed about others and the future. What Liberals do makes me feel happy and confident we’re on the right track. Neither is perfect but one is best.	0
Hey BenieSanders they all can't come to US! Come on. We have enough problems with your Antifa .	0
I’ve been asking myself the same question and it’s because he is such a phony. If He is such a fan of cleveland why is and he still playing for the Cavaliers the POS. He’s trying to save face with the Fanbase and it’s so obvious that is his fakeness! But stupid people will buy in	1
These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.	1
dude just go straight to the point. You are trying to say that Iggy can be bigger than Em bc she is younger URL	0
Happy birthday sweetie!!! Hope your day is as awesome as you are!!!	0
Our President isn’t radicalizing anything! Your antifa/resist mobs are! That’s you gaslighting lol! saul alinsky much? WeThePeople GreatAwakening	1
Senseless Gun Control Now! Vote Blue and end this American nightmare.	0
OMG... it's like the OWS crowd in their later years! They still can't think/speak for themselves. They're only allowed to parrot.	0
Seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but I'll take your word for it	1
And no one cares	0
in legislature you are very rude. you are out of mind and out of control...take some pills to relax....you fight for councillors salary of 115K . Did you ever fight for my salary? get lost.	0
Clegg worked for The Tories in Europe. He was the ideal Cameron bedfellow.	0
gender isn’t the same as sexuality but you tried also i’m trans so johnny’s trans if i say he is. thanks!	0
Agree. People forgetting how good he is.	0
Idk by comparison he is the least liked or atleast that's what I've seen but hey I'm probably wrong	0
Democrats = Thugs	1
That's it throw race into it again. Did you forget what happened to all the WHITE WOMEN who accused Bill Clinton of sexual allegations. The Liberal Democrats rallied around him. Liberals are the most disgusting disgraceful human beings that God created	1
Twitter is becoming tumblr 2013 and I am fucking terrified	1
Glad he is on a winner	0
He is so lame outside the cage. Killer in the cage	1
She is a courageous intelligent woman who knows the crap that people will say - she is standing up to some evil and powerful and ruthless men who will stop at nothing to destroy her and her testimony	1
You said that already. Are you already broken? Where do I go to return you so I can get a new generic retarded Antifa supporter to laugh at?	0
well she is hot and lie with a smile .. so yeah	0
Arrest her immediately. She is a wicked crazy democrat	1
What? I have no clue what you are trying to say. I’m certainly no Trump supporter FFS. Just rational Keep on keeping on with whatever it is you are trying to achieve.	0
Sounds like a plan!	0
This Soros guy needs to be investigated. He's been kicked out of other nations &amp; here his name keeps coming up with all these anti-American groups. Finances Antifa. Pays folks to act crazy at Trump events. I know he is against our sovereignty. He hates our Constitutional rights.	1
It does?	0
Oh please EVERY network is reporting this. This is bullshit obviously but stop pretending it's just fox. Your political bigotry is showing.	1
"But the wicked like the troubled sea, when it cannot rest, whose waters cast up mire and dirt. no peace, saith my God, to the wicked."" Isaiah 57:20-21"""	0
The truth of it is that unless she has evidence than it's only allegations! If there is no proof than it is only 'what she says' against 'what he says'! She doesn't get marks for truthfulness just because she is a woman; because women can lie just as quickly as a man can!	0
"I followed the details of Jim Jordan's accuser also. The accuser even stated he knew the story might make me some money"" and he is a convicted scammer. I loathe any man who would assault a woman....I just don't believe the BK accuser."""	0
Hahah yes because trump beat Obama in the election	0
Westminster Tories Absolutely pathetic appeasement	1
And you are sure she is lying?	0
He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!	1
And she knows because the witch was there? Another fake/lie about the President...If you hate America leave ASAP!!!!	0
guns 2A 6-Time Olympic Shooting Medalist Says Gun Control Is ‘Killing Our Sport’: Six-time Olympic shooting medalist Kim Rhode said Monday night that new gun control measures implemented in her home state of California — an URL URL	0
Looks like Liberals are trying to hide this truth... URL	0
Mr. Woods....Please help if you will. has published an ANTIFA target list on his Twitter Account with names of high profile and other Trump supporters. I have reported this to Twitter. They have NOT suspended his account.	0
So you are defending antifa? Is that your stance?	0
But when Moochelle&amp; Obama did it??? Meh	0
is a blight on womanhood. Grow up.	1
you are too funny!	0
Think about why the NDP one it's because people are sick and tired of how conservatives run government and the UCP was supposed to be a different type of conservative but it's not	0
She’s NOT claiming rape! And FBI does NOT have jurisdiction! The day said they won’t do it more than once He’s had 6 FBI background checks if there was anything they would’ve found it Also HOW do you investigate something when complainant doesn’t even know WHEN or WHERE? MAGA	1
WTF? Already thin D backfield just got thinner.	0
LMAO. Conservatives lecturing about conspiracy theories. THAT is funny.	0
"how Antifa's extremism is facism in the making"" Now I'm making the face in your avi"""	0
you are the best president ever	0
He is reprehensible. Him and Durbin.	0
no she was mumbling i couldn’t hear shit she literally spoke w hand signs	1
Now they’ll have to pay more for their MAGA hats.	0
WTF??! SHE IS ONE.... I did say I hope trumps doc rots off but nobody noticed... oh yah I tagged him too... I better tone down the dick falling off. It will happen soon enough!!!!	1
I call you a kid bc I’m certain you are one. And bc it seems to annoy you. Should I just sat “I’m joking” and make it all better?	0
You Conservatives want to talk about scandals! Really? Let’s get started. If you have the balls. Let’s get busy you chickens.	1
Just as I thought we were getting along. URL	0
And Nero Goodell fiddles while the burns. Glad I took up golf. BoycottTheNFL BoycottNike JustDont	0
not what the conclusions says in the paper. do you know what experiments they did? you are just like an creationist that blindly believe what the news says. You are like an catholic that beliees every word of the pope.	0
I’m finna say fuck it and get a crispy ass jogging suit	1
"You &amp; your husband are double-talking hypocrites. We can see right through your gun control"" facade. What you really want is for us to give up our guns while you &amp; your husband get to keep your guns."""	1
Omg shyt	1
So dam sexy!	0
sitting here thinking he has a killer porn stache	1
Resist Why aren't DEMS &amp; MSM blasting THIS story?? I can only imagine only FALSE stories against conservatives count. URL	0
"Why the world shouldn’t expect America to go back to ‘normal’ after Trump"" URL TCOT MAGA RedNationRising"""	0
What a joke.	0
Oh i thought you were the dream team minus sonja. Really you are the mean disgusting team minus sonja. Oh by the way dorinda leave sonja alone. You are so jealous of sonja. She is kind sweet and so much prettier than you. Get over it you drunk	1
FU Emmys hosts for insinuating my vote was wrong or illogical. I voted for Trump cuz I'm tired of the typical political nonsense TheSwamp. Just cuz you don't agree with my vote doesn't mean that it doesn't count. political colinjost MichaelChe MAGA	0
wcw because look at how beautiful she is!!!!!! I wish I had this beauty tho but I am just in love with my baby sister URL	0
Take a vacation! WWG1WGA MAGA	0
You are part of the problem. You are the racist. Wanna address this ?	1
LMFAO!!!!	0
MAGA Sing like no one is listening Love like you've never been hurt Vote GOP when no one is watching And don't listen to Liberals' dirt	0
The list in the Conservatives would be never-ending.	0
Maybe he is not a Mariota fan	0
Agreed. It's probably white people screaming how offensive she is too. I wish Big Brother wasn't forced by the twitter SJW army to remove her. We have all said offensive things when we were teenagers.	1
"THERE ARE MORE JOBS AVAILABLE THAN PEOPLE TO FILL THEM"". Said by you, NEVER. YouFailed Trump2020 MAGA MakeAmericanGreatAgain OpportunityKnocks"""	0
He is a sick individual I don't care if he is the Pope or the trash pick up guy. Sick and bring to justice	1
Buckwheat in the 1930's. Pretty sure he and Eddie aren't promoting white supremeists. MAGA URL	0
when it comes to gun control in order to make all of America happy remove all gun list from conservatives. Then take all the guns from card toting Democrats. that way everybody is happy. Everybody is safe	0
Thank you so much! We just spent 1 hour talking. He is broken-hearted and I hate it so bad for him.	0
How many liberals will believe Hillary's explanation? She was the one who worked with Russia on Uranium One plus other questionable activities that should be investigated.	0
How convenient a conservative dummy believes people are selectively unemployed.Conservatives always try to use this type of propaganda. No facts!Just their warped conservative beliefs. It’s very clear.Many conservatives like don’t have the ability to learn or think	1
Gun control has everything to do with punishing conservatives.	1
His wittle feelwings are probably hurt 'cause he knows everything said by Trump about BO's era is true!	0
Eric ur no Jeff sessions!!	0
Griffin thinks she is funny but she's not. She's a disgusting pig!!	1
Why I love ong seongwu? Bsc he is the reason of my smile and tears. He such a precious human being on earth and the ongly one that can brighten up my mood. Why I cry is bcs im so poor that I cant afford to spend much on him but thats encourage me to do better in life bcs of him	0
I still want him to fuck my pussy with a rake. URL	1
Reason number 865 why conservatives don’t do comedy.	0
You are seriously so despicable. How can you even look you kids in the eye...	1
Deluded until he is walked off.	0
Buhari was among the past leader. What did he do during he time people are keep on blame 16year PDP but you are talking about fix what is this government doing?	0
Srsly it sucks. When ur living life it’s full of bullshit rules we just gotta suck up to survive	1
